Age,Annual_Income,Credit_Score,Years_at_Job,Existing_Loans,DTI_Ratio,Prediction,Risk_Probability,Default_status
53,74389,711,9,1,0.38,No Default,0.131108711,0
67,74129,766,25,4,0.16,No Default,0.151056792,0
21,42426,547,26,3,0.57,Default,0.773372957,1
44,94612,419,7,4,0.53,Default,0.839660116,1
34,64767,366,38,1,0.18,No Default,0.29416141,0
29,110869,626,7,0,0.19,No Default,0.037991045,0
39,122569,769,7,3,0.36,No Default,0.137148491,0
34,29104,792,33,3,0.49,No Default,0.424030569,0
27,38967,585,15,1,0.21,No Default,0.156119028,0
71,89928,611,12,4,0.13,No Default,0.226749906,0
18,26044,608,22,1,0.37,No Default,0.289994654,0
39,121794,396,11,3,0.45,Default,0.64903866,1
43,50415,412,26,1,0.22,No Default,0.312023098,0
73,79818,755,21,3,0.47,No Default,0.331785974,0
35,56489,762,31,4,0.58,Default,0.622844464,1
67,29845,431,26,0,0.17,No Default,0.200251491,0
31,101495,420,1,0,0.36,No Default,0.223646195,0
64,236892,496,32,1,0.13,No Default,0.027335057,0
46,46281,781,25,3,0.2,No Default,0.137336444,0
29,50961,338,27,0,0.14,No Default,0.215111544,0
53,15921,811,18,3,0.3,No Default,0.231346675,0
52,117683,773,4,4,0.51,No Default,0.360881337,0
69,94455,460,32,1,0.39,No Default,0.347178296,0
29,25167,588,19,3,0.21,No Default,0.36442817,0
24,21323,499,29,1,0.12,No Default,0.189384347,0
46,22592,827,7,3,0.38,No Default,0.269385005,0
28,82667,802,37,3,0.17,No Default,0.07767918,0
50,86898,547,16,4,0.27,No Default,0.453068864,0
23,37734,682,0,1,0.36,No Default,0.182308374,0
64,76851,517,2,2,0.55,Default,0.609609128,1
32,64824,386,25,3,0.14,No Default,0.445284429,0
49,49829,381,30,3,0.43,Default,0.80236871,1
68,97255,361,7,0,0.11,No Default,0.114788374,0
28,32778,799,7,1,0.41,No Default,0.140105048,0
40,106273,341,34,2,0.38,Default,0.571339516,1
43,41595,311,38,4,0.51,Default,0.940130005,1
51,145913,414,27,2,0.37,No Default,0.362993326,0
63,36219,517,3,4,0.28,Default,0.634884699,1
51,50222,405,15,2,0.22,No Default,0.432822829,0
46,61654,827,12,2,0.14,No Default,0.046667943,0
21,61461,771,19,1,0.37,No Default,0.104947854,0
34,76528,686,4,0,0.54,No Default,0.178426849,0
52,31481,525,36,2,0.36,Default,0.5,1
30,58767,780,19,3,0.47,No Default,0.338701655,0
58,64155,707,23,3,0.25,No Default,0.201771796,0
56,45987,756,35,3,0.32,No Default,0.252217722,0
32,73278,320,33,0,0.26,No Default,0.302808933,0
72,30540,502,33,2,0.15,No Default,0.296200143,0
46,50857,716,18,4,0.31,No Default,0.373286097,0
46,41085,715,16,4,0.48,Default,0.600765201,1
28,50933,747,4,1,0.3,No Default,0.094024607,0
69,123440,811,24,0,0.43,No Default,0.042761246,0
49,124645,384,17,2,0.48,Default,0.581078594,1
19,113007,466,7,3,0.26,No Default,0.351704774,0
64,47518,683,26,0,0.5,No Default,0.210228194,0
31,94259,767,14,0,0.27,No Default,0.031854215,0
37,63334,371,12,2,0.23,No Default,0.450380142,0
39,61254,820,15,1,0.21,No Default,0.041753942,0
28,57602,772,21,1,0.2,No Default,0.053162388,0
44,144236,557,19,1,0.47,No Default,0.205759473,0
20,118529,574,12,3,0.54,Default,0.527722979,1
34,86894,319,19,3,0.22,Default,0.571512718,1
61,54986,789,1,2,0.14,No Default,0.060698716,0
73,61070,789,34,1,0.26,No Default,0.064126881,0
45,78063,625,18,2,0.43,No Default,0.329931506,0
46,46128,828,36,1,0.28,No Default,0.065169476,0
38,95717,388,5,0,0.37,No Default,0.279308461,0
64,37774,785,13,4,0.47,Default,0.507595446,1
33,72832,649,3,4,0.3,No Default,0.3815294,0
54,19056,383,21,1,0.6,Default,0.823652137,1
37,45464,686,38,2,0.25,No Default,0.174497539,0
23,169200,386,35,3,0.59,Default,0.706809744,1
36,100518,606,33,1,0.2,No Default,0.079594456,0
74,129021,453,26,1,0.16,No Default,0.110093534,0
22,42887,739,6,3,0.48,No Default,0.430017932,0
20,63062,563,2,1,0.45,No Default,0.33707276,0
18,113663,720,32,0,0.51,No Default,0.099060445,0
55,82170,792,1,3,0.27,No Default,0.122441999,0
32,77209,710,15,0,0.57,No Default,0.182712625,0
51,135305,472,24,4,0.16,No Default,0.307823107,0
52,35588,303,14,3,0.12,Default,0.60849004,1
66,54605,771,23,3,0.25,No Default,0.166677203,0
42,24908,409,14,2,0.5,Default,0.78914663,1
41,34629,336,30,2,0.44,Default,0.79389699,1
29,102446,330,13,3,0.32,Default,0.632745433,1
35,37847,680,13,4,0.23,No Default,0.355269849,0
32,86488,567,5,1,0.13,No Default,0.076501431,0
61,137206,310,13,2,0.27,No Default,0.396645114,0
33,54777,643,16,4,0.33,No Default,0.476206733,0
44,77647,843,17,4,0.44,No Default,0.297476419,0
25,86825,465,19,2,0.42,No Default,0.493101186,0
63,32508,641,16,1,0.57,No Default,0.467709323,0
42,43992,781,15,2,0.15,No Default,0.070893789,0
34,36249,318,39,4,0.27,Default,0.831750399,1
46,45781,483,38,0,0.34,No Default,0.267731451,0
70,85652,844,31,2,0.44,No Default,0.132811656,0
25,44462,309,8,4,0.35,Default,0.867405484,1
32,58830,491,26,2,0.56,Default,0.695833697,1
44,35552,619,32,4,0.4,Default,0.649923919,1
63,110548,774,9,1,0.12,No Default,0.021053642,0
67,45590,726,16,4,0.16,No Default,0.226119524,0
69,128218,358,35,3,0.48,Default,0.726817904,1
24,61726,735,16,0,0.46,No Default,0.118035764,0
20,29628,396,17,4,0.18,Default,0.679686616,1
46,54966,795,22,2,0.13,No Default,0.057451435,0
61,35193,577,33,2,0.39,No Default,0.459036267,0
70,80392,564,7,4,0.42,Default,0.629980005,1
41,52539,308,12,3,0.17,Default,0.613897421,1
20,64965,756,22,4,0.34,No Default,0.318012748,0
37,49777,572,19,1,0.25,No Default,0.17984367,0
63,45357,307,21,3,0.57,Default,0.925843591,1
32,36797,507,22,4,0.21,Default,0.562533347,1
42,90954,422,34,0,0.47,No Default,0.371136453,0
47,54908,332,2,3,0.36,Default,0.770961523,1
31,51156,812,33,4,0.11,No Default,0.119109991,0
24,54224,503,32,0,0.36,No Default,0.241969784,0
34,42640,817,16,4,0.15,No Default,0.145023566,0
61,51242,816,18,1,0.43,No Default,0.125375427,0
37,66357,742,29,2,0.38,No Default,0.188460152,0
53,35700,638,22,4,0.11,No Default,0.28871024,0
26,38381,737,14,3,0.2,No Default,0.173171588,0
55,119269,744,13,4,0.49,No Default,0.37492766,0
65,49942,435,1,4,0.24,Default,0.655189182,1
74,45443,686,38,4,0.35,No Default,0.489797766,0
39,30578,324,17,4,0.26,Default,0.823363913,1
71,91613,805,5,3,0.56,No Default,0.334156514,0
70,35314,624,31,3,0.37,No Default,0.5,1
70,59418,637,20,4,0.45,Default,0.629773842,1
19,25486,394,39,2,0.14,No Default,0.418320857,0
41,90137,844,27,4,0.12,No Default,0.073597993,0
25,107842,445,26,3,0.23,No Default,0.36602579,0
28,76287,530,1,1,0.25,No Default,0.165835196,0
30,27799,794,32,4,0.44,No Default,0.484777346,0
34,91069,337,15,4,0.38,Default,0.803507977,1
25,39589,724,38,4,0.29,No Default,0.371728058,0
38,33340,736,21,4,0.43,Default,0.532795023,1
35,49427,667,12,0,0.18,No Default,0.055806212,0
47,48938,644,1,4,0.13,No Default,0.264345413,0
35,46512,459,13,3,0.53,Default,0.810536632,1
63,113191,849,37,3,0.38,No Default,0.120608961,0
64,163720,840,27,0,0.42,No Default,0.023000736,0
48,30195,443,6,4,0.25,Default,0.699449007,1
55,42428,644,17,2,0.29,No Default,0.245416773,0
49,64303,568,35,4,0.14,No Default,0.343649215,0
28,49298,567,35,3,0.53,Default,0.706741141,1
62,73108,468,3,1,0.4,No Default,0.383662696,0
42,94654,332,29,1,0.14,No Default,0.22995635,0
50,87088,676,23,2,0.5,No Default,0.323555847,0
55,81215,513,19,4,0.32,Default,0.576663765,1
58,137248,739,30,0,0.48,No Default,0.065359183,0
25,27052,791,23,4,0.11,No Default,0.15947139,0
28,125499,692,6,2,0.11,No Default,0.041364758,0
39,48703,788,25,2,0.19,No Default,0.079463408,0
68,88659,328,12,2,0.21,No Default,0.426881585,0
41,35780,338,7,1,0.48,Default,0.727541378,1
58,38015,472,4,4,0.45,Default,0.830065236,1
34,83371,316,12,4,0.41,Default,0.85095422,1
29,22825,355,28,0,0.54,Default,0.701138679,1
74,98196,525,19,2,0.22,No Default,0.20051997,0
63,112418,366,13,2,0.55,Default,0.71061803,1
49,65440,496,31,3,0.55,Default,0.769390535,1
32,64272,322,26,3,0.32,Default,0.732007185,1
33,39465,536,24,1,0.15,No Default,0.154933033,0
71,83886,437,3,4,0.46,Default,0.794851949,1
39,71241,772,20,0,0.27,No Default,0.04019504,0
45,37769,528,17,0,0.5,No Default,0.395004624,0
37,49230,616,38,2,0.18,No Default,0.173968896,0
50,55289,500,14,0,0.37,No Default,0.250907436,0
27,49197,557,37,2,0.35,No Default,0.39503728,0
57,30289,779,23,4,0.15,No Default,0.197701021,0
49,84923,477,7,0,0.28,No Default,0.150258311,0
67,53010,422,27,2,0.14,No Default,0.323503503,0
50,60335,641,20,4,0.33,No Default,0.471196577,0
19,44840,470,15,4,0.52,Default,0.863227913,1
50,75935,358,15,2,0.24,No Default,0.45213175,0
50,66128,764,34,2,0.48,No Default,0.256252701,0
58,109797,559,16,1,0.19,No Default,0.087109151,0
30,76137,672,8,4,0.44,Default,0.510042236,1
47,54103,394,34,2,0.56,Default,0.807007746,1
50,41362,424,28,4,0.26,Default,0.715764936,1
30,92316,340,38,0,0.55,Default,0.568364425,1
69,51985,553,17,3,0.35,Default,0.516188115,1
43,54947,306,11,3,0.26,Default,0.706905757,1
39,54940,770,18,2,0.55,No Default,0.338262383,0
56,48981,810,21,2,0.12,No Default,0.054362809,0
19,55421,368,14,4,0.11,Default,0.571119789,1
55,156859,380,0,2,0.4,No Default,0.400670718,0
56,35457,841,1,4,0.5,No Default,0.466837974,0
43,39844,561,7,2,0.48,Default,0.559333221,1
63,119630,388,21,4,0.14,No Default,0.429499072,0
67,49642,507,24,2,0.58,Default,0.725397272,1
32,47795,512,1,1,0.45,No Default,0.439157817,0
51,100451,565,8,4,0.57,Default,0.733935152,1
59,29433,592,8,1,0.26,No Default,0.204361063,0
72,90285,506,12,1,0.45,No Default,0.358542966,0
61,61255,632,5,1,0.53,No Default,0.356375845,0
66,75538,376,29,1,0.29,No Default,0.381313807,0
57,74833,587,14,0,0.58,No Default,0.323456757,0
28,43739,346,14,3,0.23,Default,0.651633154,1
20,101274,499,6,0,0.26,No Default,0.103927627,0
23,45475,726,10,2,0.56,No Default,0.417312825,0
26,73454,509,39,2,0.58,Default,0.666719449,1
23,111175,719,37,3,0.24,No Default,0.119870007,0
26,119306,453,39,3,0.17,No Default,0.272071306,0
56,52388,821,1,3,0.48,No Default,0.311613332,0
48,75475,714,38,1,0.56,No Default,0.270141261,0
49,50023,652,9,0,0.4,No Default,0.151944889,0
58,209378,456,16,2,0.42,No Default,0.22596601,0
67,88438,560,6,0,0.48,No Default,0.227027478,0
29,62444,376,39,0,0.18,No Default,0.197672474,0
25,70002,787,38,0,0.59,No Default,0.15425604,0
25,73390,430,3,3,0.28,Default,0.52063833,1
67,74486,754,34,3,0.41,No Default,0.283507739,0
45,53103,462,35,2,0.33,No Default,0.489828747,0
37,49160,314,30,2,0.33,Default,0.684743871,1
64,55496,531,24,2,0.45,Default,0.536656873,1
24,33865,494,12,0,0.6,Default,0.56117695,1
28,85745,841,17,3,0.43,No Default,0.183479818,0
37,40100,658,20,1,0.5,No Default,0.343078403,0
33,35243,630,0,0,0.11,No Default,0.054811525,0
21,59445,726,35,4,0.51,Default,0.576611308,1
23,56102,796,7,0,0.25,No Default,0.036020136,0
39,67833,785,20,3,0.16,No Default,0.091383115,0
43,45066,748,20,4,0.16,No Default,0.20380611,0
20,49203,712,26,0,0.44,No Default,0.137210756,0
58,84631,629,18,3,0.6,Default,0.6289166,1
59,82093,446,22,3,0.43,Default,0.670400191,1
31,80399,558,34,1,0.23,No Default,0.137320236,0
28,60899,591,39,0,0.2,No Default,0.080004133,0
35,65150,442,4,3,0.36,Default,0.626047913,1
71,67185,664,7,2,0.13,No Default,0.093833423,0
29,43130,389,10,3,0.3,Default,0.675900859,1
40,125119,463,15,1,0.43,No Default,0.298874917,0
29,116517,780,38,3,0.58,No Default,0.331365712,0
30,89065,383,23,0,0.31,No Default,0.246650736,0
42,48391,376,20,0,0.2,No Default,0.235258671,0
62,78399,816,22,4,0.51,No Default,0.413232862,0
68,97653,784,37,0,0.47,No Default,0.0751482,0
36,32480,403,7,4,0.53,Default,0.91562695,1
72,139700,751,6,2,0.21,No Default,0.044344034,0
63,25092,786,1,1,0.3,No Default,0.102517476,0
53,85161,638,29,2,0.59,No Default,0.484666297,0
62,123827,777,12,4,0.18,No Default,0.09619911,0
25,56583,522,22,3,0.44,Default,0.644307758,1
46,55534,308,28,3,0.22,Default,0.6695423,1
72,83602,352,37,2,0.35,Default,0.590092413,1
70,151136,376,36,3,0.5,Default,0.677439791,1
72,52024,802,19,4,0.34,No Default,0.305726127,0
49,40518,615,32,1,0.5,No Default,0.402260259,0
68,48441,464,28,0,0.31,No Default,0.255025043,0
61,27549,578,14,4,0.6,Default,0.867479337,1
35,93796,326,22,4,0.32,Default,0.761738306,1
23,46302,369,2,0,0.17,No Default,0.210461475,0
35,53950,517,36,0,0.3,No Default,0.184689304,0
36,94354,664,28,1,0.47,No Default,0.198818263,0
39,49590,605,7,1,0.52,No Default,0.401131634,0
54,87513,423,21,1,0.33,No Default,0.334725558,0
49,35630,318,28,3,0.4,Default,0.850569812,1
73,96699,556,1,4,0.52,Default,0.704989742,1
58,71036,595,0,0,0.51,No Default,0.248408652,0
20,57280,321,19,4,0.43,Default,0.889339632,1
45,63923,749,20,4,0.51,Default,0.533851332,1
27,31464,849,36,1,0.39,No Default,0.108096793,0
68,63196,347,7,1,0.1,No Default,0.237437587,0
52,55779,482,26,4,0.12,No Default,0.445321115,0
46,31897,734,34,1,0.59,No Default,0.376649171,0
71,42807,406,5,3,0.17,Default,0.513669905,1
32,56127,487,18,0,0.3,No Default,0.200133438,0
50,44194,385,17,4,0.57,Default,0.930080793,1
24,17924,755,0,0,0.2,No Default,0.05155908,0
29,102559,436,24,3,0.52,Default,0.72221581,1
66,55767,635,26,1,0.51,No Default,0.354460736,0
47,19206,768,6,2,0.59,No Default,0.470103476,0
38,174116,702,28,3,0.24,No Default,0.071606279,0
48,111379,839,30,2,0.26,No Default,0.048281623,0
41,50287,371,35,0,0.55,Default,0.638325264,1
37,39291,323,18,4,0.22,Default,0.778769871,1
54,73247,784,5,1,0.37,No Default,0.088983915,0
21,66248,355,24,3,0.45,Default,0.805615983,1
45,78514,522,30,1,0.24,No Default,0.172498498,0
61,39347,478,8,2,0.57,Default,0.759162406,1
37,103661,733,19,2,0.43,No Default,0.170867176,0
41,47252,749,9,4,0.12,No Default,0.166734923,0
67,84152,791,36,2,0.17,No Default,0.055334346,0
66,40196,488,26,4,0.2,Default,0.578595716,1
68,225048,719,12,3,0.22,No Default,0.037346848,0
49,84775,548,1,4,0.47,Default,0.683242467,1
58,253245,463,20,2,0.14,No Default,0.045538594,0
53,90562,554,32,0,0.28,No Default,0.104219183,0
70,45218,775,23,4,0.56,Default,0.616812749,1
51,90643,716,33,1,0.38,No Default,0.114700355,0
53,93928,469,8,0,0.23,No Default,0.117104623,0
19,72161,616,1,4,0.58,Default,0.73797541,1
32,82059,473,29,1,0.22,No Default,0.189038718,0
51,87628,769,21,0,0.55,No Default,0.120548601,0
53,36430,644,10,4,0.46,Default,0.675655006,1
23,35156,744,16,3,0.47,No Default,0.436444306,0
56,40251,317,35,1,0.48,Default,0.754013845,1
59,63816,369,12,3,0.35,Default,0.712324581,1
68,53552,637,6,2,0.51,No Default,0.464838018,0
68,36761,826,15,4,0.52,Default,0.518054065,1
71,88226,755,32,4,0.28,No Default,0.228952912,0
29,68976,568,0,1,0.3,No Default,0.182302665,0
20,65151,487,10,4,0.54,Default,0.83565906,1
62,52628,828,5,2,0.36,No Default,0.130910582,0
35,49557,733,19,4,0.53,Default,0.61335763,1
57,39313,587,34,0,0.41,No Default,0.240165598,0
38,95498,798,36,3,0.4,No Default,0.188264592,0
32,42118,740,25,2,0.12,No Default,0.07791842,0
50,66482,602,11,2,0.24,No Default,0.196219445,0
52,137448,386,29,3,0.35,Default,0.517313828,1
43,50709,737,27,3,0.39,No Default,0.329810236,0
25,96795,840,26,2,0.42,No Default,0.106190338,0
53,79566,321,18,3,0.46,Default,0.823239769,1
65,69963,816,4,1,0.43,No Default,0.103266303,0
47,74248,802,4,3,0.52,No Default,0.328818709,0
40,57099,766,26,0,0.25,No Default,0.044186616,0
59,60924,400,27,0,0.42,No Default,0.41665322,0
61,45521,440,25,1,0.13,No Default,0.212867419,0
31,61128,437,26,3,0.34,Default,0.628648617,1
31,44684,527,20,0,0.23,No Default,0.139772358,0
19,98995,580,0,4,0.29,No Default,0.387392533,0
72,25597,730,27,3,0.28,No Default,0.283916777,0
54,76155,339,14,1,0.13,No Default,0.246677612,0
22,70848,818,16,3,0.33,No Default,0.153458983,0
55,67711,510,25,2,0.6,Default,0.700821405,1
62,99932,601,19,2,0.25,No Default,0.157470195,0
58,51892,385,24,0,0.47,Default,0.518239371,1
71,68030,696,12,2,0.37,No Default,0.218658495,0
64,25380,552,32,1,0.26,No Default,0.259335509,0
31,48646,832,24,0,0.14,No Default,0.019723538,0
73,91845,680,7,1,0.21,No Default,0.062161637,0
56,30650,743,4,1,0.49,No Default,0.254069586,0
42,64852,332,5,2,0.24,Default,0.508650961,1
37,42669,559,22,2,0.17,No Default,0.220443278,0
19,56642,533,29,1,0.27,No Default,0.216846732,0
56,43965,814,13,2,0.39,No Default,0.171836016,0
23,32093,607,22,2,0.45,No Default,0.483303887,0
34,72620,369,10,2,0.29,No Default,0.5,1
42,58407,753,30,3,0.35,No Default,0.253291347,0
74,81333,738,5,1,0.33,No Default,0.088251419,0
45,89073,663,10,4,0.1,No Default,0.157595139,0
19,110484,780,12,1,0.3,No Default,0.046374894,0
52,64006,443,11,0,0.39,No Default,0.313072516,0
54,112905,323,1,2,0.38,Default,0.566018429,1
22,36758,724,34,2,0.47,No Default,0.351228881,0
18,94322,474,35,4,0.44,Default,0.721321188,1
57,75334,624,16,0,0.24,No Default,0.069907705,0
29,67275,647,27,3,0.23,No Default,0.229940116,0
73,74784,317,27,1,0.33,Default,0.508523421,1
53,37035,343,21,3,0.47,Default,0.872284772,1
62,32913,454,37,0,0.15,No Default,0.164991405,0
40,140774,676,6,4,0.57,No Default,0.5,1
64,55030,701,14,0,0.37,No Default,0.104019128,0
48,54639,524,31,4,0.25,Default,0.550624498,1
28,34504,516,10,3,0.45,Default,0.704942114,1
27,28541,330,23,3,0.12,Default,0.588071623,1
20,57287,358,2,0,0.34,No Default,0.366021414,0
71,50473,652,29,0,0.34,No Default,0.124456336,0
31,59926,744,5,2,0.18,No Default,0.081054809,0
33,62540,534,1,4,0.52,Default,0.786036671,1
27,207882,406,13,2,0.5,No Default,0.356321499,0
46,50549,490,17,1,0.18,No Default,0.194835002,0
27,131922,829,30,1,0.28,No Default,0.027194533,0
29,136081,544,12,0,0.15,No Default,0.037670783,0
47,87274,375,25,3,0.52,Default,0.812432171,1
58,53233,846,11,1,0.26,No Default,0.0508722,0
18,30310,566,17,1,0.32,No Default,0.275426672,0
22,76036,616,8,2,0.26,No Default,0.178533271,0
37,99648,420,20,2,0.26,No Default,0.338968907,0
25,143464,324,39,1,0.47,No Default,0.481208846,0
60,37235,731,23,0,0.47,No Default,0.163907841,0
29,53010,459,33,2,0.36,Default,0.524900148,1
18,37349,413,7,1,0.43,Default,0.573273536,1
74,43619,801,32,3,0.36,No Default,0.250781521,0
71,83465,465,22,2,0.11,No Default,0.19180742,0
37,42631,474,12,1,0.13,No Default,0.180503617,0
45,39650,300,13,4,0.29,Default,0.847884714,1
74,89187,385,13,2,0.47,Default,0.660200062,1
60,75009,619,15,4,0.56,Default,0.724530877,1
54,71325,700,37,2,0.11,No Default,0.071618067,0
64,43198,681,38,2,0.28,No Default,0.209683776,0
54,114291,617,25,4,0.21,No Default,0.246014557,0
29,60309,549,25,0,0.51,No Default,0.328338486,0
54,196829,824,0,1,0.52,No Default,0.043889036,0
66,64898,555,31,0,0.2,No Default,0.094234498,0
66,18644,606,14,0,0.46,No Default,0.305067604,0
73,18234,443,20,1,0.47,Default,0.649403209,1
61,81795,690,17,3,0.19,No Default,0.145740854,0
73,114719,468,29,0,0.32,No Default,0.150382448,0
45,40460,597,12,0,0.41,No Default,0.218515118,0
64,171183,532,23,0,0.11,No Default,0.024456932,0
32,137516,570,29,3,0.3,No Default,0.234276248,0
23,66521,359,1,2,0.18,No Default,0.390505042,0
61,78411,595,18,4,0.37,Default,0.536186975,1
37,93644,766,24,4,0.52,No Default,0.445317318,0
67,154044,534,13,3,0.36,No Default,0.29646673,0
31,84209,533,5,0,0.12,No Default,0.058300236,0
19,65773,667,11,4,0.11,No Default,0.19263326,0
26,83796,531,19,3,0.4,Default,0.511661861,1
54,78329,790,22,1,0.26,No Default,0.053650939,0
37,95054,802,29,4,0.39,No Default,0.259418073,0
43,27309,680,29,1,0.18,No Default,0.102043538,0
46,70117,727,37,0,0.49,No Default,0.136568143,0
18,75374,663,29,4,0.53,Default,0.639690653,1
72,57732,501,29,3,0.54,Default,0.774312971,1
52,88617,445,35,2,0.25,No Default,0.334673514,0
23,156464,756,33,4,0.43,No Default,0.221022149,0
54,64158,434,15,4,0.24,Default,0.627749822,1
70,84614,563,23,4,0.48,Default,0.69119642,1
22,133670,363,13,4,0.16,No Default,0.434675224,0
50,64911,790,25,3,0.48,No Default,0.331436189,0
66,38398,340,7,3,0.32,Default,0.765179319,1
68,81461,595,13,2,0.53,No Default,0.475719533,0
31,19913,302,30,3,0.47,Default,0.909983318,1
29,18973,409,1,3,0.29,Default,0.69309402,1
59,70721,520,3,0,0.55,No Default,0.378668897,0
37,18536,669,0,0,0.24,No Default,0.092054342,0
70,31020,667,19,1,0.58,No Default,0.452478438,0
67,49511,735,13,2,0.48,No Default,0.319205502,0
41,41743,303,39,0,0.6,Default,0.779058229,1
60,55608,543,24,2,0.13,No Default,0.185943989,0
51,104447,465,24,2,0.24,No Default,0.259950626,0
42,67456,325,2,4,0.47,Default,0.894935216,1
67,39353,694,4,2,0.56,No Default,0.4849192,0
46,117856,773,37,4,0.11,No Default,0.078320859,0
74,29306,316,25,1,0.1,No Default,0.355733363,0
56,66899,391,39,1,0.23,No Default,0.318265215,0
48,27721,782,37,1,0.53,No Default,0.267766899,0
73,67924,842,37,4,0.48,No Default,0.382051381,0
64,51056,504,3,4,0.27,Default,0.601633057,1
60,102859,801,6,1,0.1,No Default,0.017760397,0
67,85848,699,29,4,0.38,No Default,0.398592397,0
40,44641,506,29,3,0.22,No Default,0.438660434,0
61,40559,445,18,3,0.47,Default,0.792375822,1
55,51146,400,38,4,0.32,Default,0.780138943,1
37,152937,540,34,4,0.44,Default,0.5,1
40,134528,462,39,0,0.53,No Default,0.287816246,0
62,36896,472,32,0,0.37,No Default,0.33468379,0
69,89331,801,32,2,0.27,No Default,0.075262238,0
33,25192,846,13,2,0.48,No Default,0.242820787,0
67,47874,583,37,2,0.23,No Default,0.251383456,0
59,37654,658,9,1,0.55,No Default,0.404254508,0
72,102195,680,27,3,0.14,No Default,0.105369125,0
25,31402,832,13,1,0.52,No Default,0.192349306,0
67,74211,462,35,4,0.15,No Default,0.468759347,0
38,59895,606,37,0,0.13,No Default,0.057309591,0
18,54845,638,15,4,0.28,No Default,0.418269206,0
72,138108,354,20,4,0.58,Default,0.864074738,1
25,144328,632,27,0,0.59,No Default,0.158386069,0
46,55703,426,32,4,0.2,Default,0.618104208,1
49,50364,542,5,2,0.17,No Default,0.218916196,0
55,28185,708,14,0,0.28,No Default,0.086522924,0
22,59746,802,2,4,0.27,No Default,0.20888105,0
64,158998,602,34,2,0.48,No Default,0.239887087,0
39,56141,763,13,2,0.32,No Default,0.143569403,0
64,86196,534,1,3,0.49,Default,0.612158659,1
51,29769,337,28,2,0.47,Default,0.824573617,1
18,48175,438,3,1,0.39,No Default,0.461256727,0
72,75450,494,25,0,0.52,No Default,0.379210001,0
72,63128,826,11,0,0.2,No Default,0.023911505,0
43,90430,300,1,0,0.18,No Default,0.206738291,0
60,44296,395,16,4,0.48,Default,0.891475397,1
27,24959,712,34,4,0.22,No Default,0.34379449,0
47,104929,837,9,1,0.1,No Default,0.01420508,0
67,37493,728,21,2,0.56,No Default,0.452685682,0
35,77134,534,20,4,0.41,Default,0.657856114,1
34,75013,648,14,2,0.32,No Default,0.202541168,0
43,26059,780,34,2,0.46,No Default,0.302230088,0
25,101170,695,20,4,0.27,No Default,0.239957207,0
64,45103,650,20,4,0.58,Default,0.773048104,1
57,61545,715,20,1,0.13,No Default,0.050932485,0
66,50056,350,31,3,0.42,Default,0.823219161,1
29,134766,380,4,0,0.49,No Default,0.322143151,0
44,117212,335,38,4,0.33,Default,0.722883736,1
25,24193,366,8,4,0.48,Default,0.918061197,1
42,185241,780,17,2,0.56,No Default,0.113695267,0
63,42652,767,20,3,0.47,No Default,0.400898585,0
21,171307,441,7,4,0.25,No Default,0.345171306,0
50,52674,655,33,3,0.38,No Default,0.417420935,0
18,50490,770,9,0,0.56,No Default,0.165696089,0
36,52909,738,23,2,0.32,No Default,0.167726285,0
48,49001,830,39,1,0.44,No Default,0.127928841,0
33,211546,426,23,0,0.33,No Default,0.073782742,0
31,57631,504,31,3,0.16,No Default,0.341367765,0
70,51475,328,32,3,0.13,Default,0.559808347,1
65,62224,744,37,0,0.58,No Default,0.198787812,0
22,36913,763,33,3,0.41,No Default,0.348745461,0
58,133060,579,10,1,0.15,No Default,0.053953991,0
43,28694,450,30,1,0.53,Default,0.678214233,1
45,44046,539,17,3,0.36,Default,0.560814833,1
19,95638,565,22,3,0.49,Default,0.543631639,1
67,61155,404,21,1,0.16,No Default,0.243479219,0
23,78795,732,17,3,0.55,No Default,0.435818971,0
26,128872,796,39,4,0.4,No Default,0.211542877,0
50,98903,739,38,2,0.47,No Default,0.211567476,0
58,64134,457,19,4,0.12,No Default,0.455134364,0
42,170190,471,12,3,0.26,No Default,0.229443192,0
65,43731,793,0,3,0.23,No Default,0.147198159,0
30,56945,610,3,2,0.57,Default,0.552378039,1
26,58969,702,23,3,0.19,No Default,0.164908608,0
70,56885,762,35,2,0.45,No Default,0.253768359,0
30,35080,666,35,1,0.12,No Default,0.077595836,0
48,27124,849,1,2,0.2,No Default,0.07317153,0
58,73762,554,27,2,0.27,No Default,0.260633395,0
28,43619,507,25,4,0.5,Default,0.830463766,1
21,155422,749,22,3,0.49,No Default,0.192103337,0
51,57741,394,14,1,0.58,Default,0.723573435,1
55,52799,777,35,0,0.56,No Default,0.170132263,0
63,103483,489,26,2,0.14,No Default,0.163480694,0
21,73210,783,5,0,0.51,No Default,0.102356403,0
55,54843,835,34,3,0.33,No Default,0.173931289,0
36,43461,722,38,2,0.53,No Default,0.40937176,0
23,372819,432,37,0,0.14,No Default,0.005751135,0
51,71746,354,34,4,0.51,Default,0.901044843,1
35,102972,809,35,0,0.18,No Default,0.015752514,0
30,35901,840,9,4,0.27,No Default,0.220490048,0
58,44846,709,29,1,0.11,No Default,0.057749651,0
40,172158,510,37,3,0.16,No Default,0.132384405,0
36,120386,592,28,0,0.32,No Default,0.075803204,0
62,75268,414,38,2,0.51,Default,0.707599244,1
28,49474,558,3,3,0.49,Default,0.661326171,1
