Age,Annual_Income,Credit_Score,Years_at_Job,Existing_Loans,DTI_Ratio
62,33139,320,37,2,0.18
30,69213,531,32,4,0.39
21,121341,767,11,0,0.19
18,42401,653,36,3,0.43
66,53206,371,36,0,0.53
57,81885,651,14,3,0.32
49,72688,351,16,1,0.27
51,79209,521,36,2,0.44
45,106951,624,28,0,0.5
48,50343,759,2,0,0.25
25,122824,466,10,2,0.51
56,25336,582,25,2,0.48
43,102612,800,39,4,0.34
51,106255,666,5,3,0.33
71,40650,335,34,4,0.15
71,28989,827,23,0,0.14
20,53311,554,38,2,0.47
67,73269,499,33,1,0.39
29,50637,330,23,0,0.34
18,76954,785,18,0,0.12
71,157766,558,12,3,0.13
61,30261,552,8,4,0.56
22,22537,793,18,3,0.43
47,57835,533,31,0,0.29
47,42613,406,20,2,0.45
74,47091,635,31,1,0.23
34,112809,352,11,3,0.3
65,56369,341,28,0,0.33
64,59012,559,32,4,0.12
40,48127,668,0,3,0.6
32,58723,509,3,0,0.29
54,68476,765,12,4,0.58
38,240937,341,22,4,0.42
31,68859,652,27,1,0.56
19,107081,558,11,2,0.13
28,65722,636,18,1,0.58
68,21722,694,32,4,0.3
56,45092,404,17,3,0.17
55,68834,423,33,2,0.44
51,85966,398,29,4,0.48
55,66510,305,5,2,0.42
67,94861,566,3,3,0.37
51,28854,342,11,0,0.51
35,61352,568,22,0,0.44
47,116306,494,27,4,0.41
32,36835,623,10,4,0.26
44,104851,364,27,1,0.54
68,102176,500,39,4,0.45
51,32256,541,33,0,0.55
69,70893,306,33,0,0.4
74,64822,518,20,1,0.5
55,54820,302,35,3,0.54
50,27904,763,27,2,0.37
41,52494,604,33,0,0.46
32,55373,613,28,2,0.39
47,25612,777,25,4,0.46
72,31176,710,12,4,0.36
59,37665,797,33,3,0.5
68,35449,833,18,2,0.5
34,70483,656,7,0,0.12
22,94443,370,28,1,0.2
46,51263,312,39,0,0.2
21,87828,705,15,2,0.26
27,96398,816,27,2,0.34
73,57374,321,29,0,0.47
34,73425,608,22,0,0.25
27,53547,594,28,3,0.43
34,34152,848,19,4,0.53
37,41217,330,16,3,0.32
41,70479,361,25,0,0.43
22,56349,520,38,0,0.52
51,86559,658,32,1,0.46
23,23306,682,13,4,0.15
70,26283,817,30,1,0.18
19,27886,636,15,4,0.14
30,65077,461,20,4,0.24
60,30059,457,34,2,0.1
60,70267,312,18,4,0.4
65,87247,485,5,0,0.11
28,127787,608,22,4,0.32
68,120928,447,25,3,0.35
64,42289,354,8,2,0.42
74,25982,809,12,1,0.22
40,43653,344,14,4,0.53
72,97579,385,31,1,0.35
33,49274,591,38,0,0.45
48,59150,563,16,1,0.27
28,45316,567,28,4,0.23
71,132005,524,39,1,0.39
33,36053,515,17,0,0.55
25,61906,530,33,4,0.46
21,104205,476,24,1,0.45
57,150358,816,11,1,0.35
21,42302,812,14,0,0.1
73,96800,403,23,3,0.54
42,43646,400,8,3,0.22
20,119202,604,39,2,0.34
49,142163,650,19,0,0.2
20,38376,750,24,3,0.51
44,83011,568,23,1,0.12
46,104468,671,25,0,0.43
49,51682,337,13,1,0.12
67,78736,362,4,1,0.56
68,80822,804,28,2,0.13
36,163541,564,7,2,0.54
38,22348,834,16,4,0.23
22,58223,378,21,0,0.43
35,32044,484,17,3,0.42
45,60288,794,26,2,0.53
59,40480,669,1,0,0.3
39,52708,630,0,2,0.36
38,38674,739,7,3,0.29
23,64710,537,20,2,0.43
18,102431,591,23,4,0.26
22,49693,725,1,0,0.42
58,122432,594,37,0,0.48
29,100909,799,27,1,0.16
43,165550,336,33,4,0.29
63,73546,825,11,2,0.12
51,58056,696,4,1,0.15
66,27102,695,35,2,0.12
31,40504,321,7,4,0.45
43,53962,639,29,1,0.59
62,57253,794,9,3,0.41
44,193757,702,20,0,0.27
26,53987,502,33,4,0.49
43,24731,645,33,4,0.35
74,83473,314,3,2,0.17
64,81084,329,10,3,0.55
74,47597,328,21,3,0.16
39,173483,459,22,4,0.59
64,23194,571,33,4,0.28
73,111829,719,29,0,0.46
47,51764,788,24,3,0.58
60,37227,475,23,4,0.4
65,198828,530,24,0,0.59
34,86538,617,29,2,0.19
43,51574,766,38,3,0.13
53,51052,739,15,1,0.42
18,68714,355,9,1,0.15
25,47525,630,30,4,0.35
66,114668,572,10,4,0.49
52,62557,320,8,0,0.51
69,99586,464,35,4,0.38
32,66433,791,18,4,0.33
64,92495,717,4,0,0.15
73,117331,566,11,1,0.44
39,138754,637,9,0,0.47
31,76532,487,13,3,0.3
43,38821,774,19,3,0.37
45,54924,507,19,4,0.23
40,59096,373,35,4,0.29
31,44954,693,24,1,0.4
41,41353,789,4,1,0.48
19,65332,325,26,2,0.13
62,36619,836,1,3,0.35
43,33233,814,11,3,0.14
31,25662,556,27,2,0.55
73,76127,579,12,2,0.42
68,71013,332,20,3,0.34
24,50902,593,7,4,0.12
20,98431,607,11,3,0.36
64,36337,590,10,2,0.41
40,72434,603,18,1,0.31
63,61517,342,7,0,0.25
60,41343,779,26,1,0.58
64,46804,382,6,1,0.2
62,45037,503,20,2,0.59
35,67939,437,26,3,0.11
55,80556,382,13,2,0.36
52,48378,450,31,2,0.27
68,41938,618,28,4,0.24
32,64126,546,23,4,0.28
42,26215,336,27,0,0.41
72,60911,567,23,4,0.31
54,130729,414,1,0,0.19
45,42109,380,30,1,0.41
27,54806,826,11,1,0.57
56,99935,635,0,2,0.59
74,87320,383,20,1,0.51
34,61754,453,28,4,0.19
56,58147,552,29,4,0.2
39,32280,801,0,4,0.11
43,76540,747,21,3,0.5
61,30586,572,7,4,0.18
42,21320,806,12,2,0.58
34,99116,431,13,2,0.33
30,72656,624,0,1,0.12
37,92954,650,31,0,0.42
42,41429,382,37,3,0.16
21,75597,425,11,0,0.43
27,48072,513,15,3,0.44
20,50836,761,23,2,0.12
58,97428,404,19,2,0.54
62,55553,670,31,3,0.29
35,42268,362,26,1,0.26
64,30249,768,33,4,0.43
53,71707,325,21,4,0.57
64,101695,300,2,0,0.59
39,40474,393,16,2,0.52
51,84498,751,13,4,0.48
64,37369,311,26,2,0.37
25,87085,597,38,2,0.37
57,60867,719,19,2,0.41
66,68454,466,30,4,0.59
61,42247,553,30,4,0.12
36,71594,593,28,4,0.34
59,44407,443,31,3,0.21
58,48686,508,29,4,0.4
54,28034,525,26,2,0.39
23,40697,757,18,2,0.57
69,46039,583,27,0,0.27
43,70010,785,9,1,0.49
51,80646,410,15,3,0.46
73,44180,649,30,0,0.32
62,55148,632,9,3,0.36
23,139133,379,9,3,0.33
54,63930,685,27,2,0.57
74,45777,703,11,2,0.16
50,25852,627,32,2,0.4
70,39067,593,27,2,0.29
39,38313,793,17,0,0.15
38,160964,483,27,1,0.22
23,39174,511,27,1,0.41
23,61421,550,38,0,0.47
72,72068,466,13,1,0.36
65,104116,842,7,4,0.35
21,60114,461,29,4,0.42
47,46390,572,35,4,0.17
28,44879,835,2,2,0.19
47,71552,718,9,4,0.58
48,42524,706,8,3,0.58
41,34472,691,39,3,0.49
72,46385,737,12,0,0.5
26,30876,386,21,3,0.15
72,151041,704,23,0,0.29
20,80682,574,6,1,0.33
68,134648,714,12,3,0.17
48,76322,626,5,3,0.11
57,128321,411,9,0,0.21
54,71950,601,10,3,0.58
53,86085,435,28,0,0.56
41,20601,632,15,3,0.22
48,37904,302,19,2,0.57
23,60989,461,20,1,0.27
19,61734,811,28,3,0.48
37,57630,376,13,1,0.29
45,75094,484,15,3,0.12
28,76657,779,8,3,0.58
21,92277,462,5,2,0.24
32,83658,320,37,4,0.13
23,109320,597,28,4,0.6
71,109767,598,17,1,0.42
66,65338,581,23,1,0.32
47,169536,771,16,2,0.51
73,118144,709,35,0,0.46
55,39995,691,20,1,0.31
68,72860,464,18,4,0.17
74,23829,381,22,2,0.43
19,25923,463,26,0,0.54
32,46641,403,10,2,0.36
28,38649,429,25,4,0.38
25,46785,419,10,2,0.52
43,70561,558,21,3,0.57
68,110486,403,18,4,0.37
62,107567,663,7,0,0.12
61,73614,845,22,2,0.18
22,34767,668,22,4,0.57
23,45311,625,39,4,0.52
43,82338,484,8,0,0.42
71,39614,693,23,4,0.33
21,31778,643,11,0,0.31
36,76585,829,11,4,0.12
37,58443,716,31,2,0.53
50,53881,530,1,0,0.29
37,104286,434,5,0,0.36
66,103197,344,3,4,0.37
29,145882,791,12,3,0.52
64,43230,721,35,0,0.2
18,74225,444,38,3,0.34
43,60445,616,37,1,0.58
31,70909,592,17,2,0.45
55,33955,835,14,3,0.3
54,29695,765,32,2,0.42
28,58682,348,29,0,0.39
53,39290,758,35,2,0.37
30,95712,724,24,3,0.37
60,28272,367,3,0,0.46
20,29463,808,17,3,0.54
50,48614,509,32,0,0.31
23,27749,599,19,3,0.59
67,138413,423,20,0,0.3
73,54641,591,0,3,0.44
27,44293,720,33,1,0.24
22,75658,349,8,3,0.47
40,93146,482,0,3,0.29
27,66401,546,26,1,0.29
61,57869,387,14,2,0.2
19,36616,849,23,0,0.13
30,82080,371,24,3,0.27
57,121582,590,33,2,0.4
19,53644,803,9,4,0.12
37,39167,612,29,2,0.2
18,65561,587,24,4,0.22
54,59953,807,2,0,0.19
26,32592,370,21,4,0.15
34,46567,460,39,1,0.19
26,146421,426,23,1,0.57
28,30522,755,26,2,0.49
32,42390,828,25,1,0.56
41,37258,603,15,1,0.54
55,38942,789,37,2,0.3
72,47918,538,3,3,0.28
52,74921,475,22,0,0.49
47,115183,509,18,4,0.55
48,66281,658,14,2,0.48
66,42523,488,30,1,0.39
22,129308,808,23,4,0.38
61,21284,332,10,3,0.33
67,83846,800,9,0,0.33
31,35832,611,7,0,0.13
70,58368,839,2,1,0.21
73,79344,450,18,3,0.17
28,26830,818,3,0,0.33
26,64268,410,28,4,0.24
51,66785,431,20,4,0.29
29,124388,819,8,1,0.59
52,232716,604,17,3,0.48
52,27543,328,18,4,0.17
18,121610,650,16,0,0.5
57,58750,817,23,4,0.32
39,39963,791,5,0,0.53
46,72007,707,30,3,0.48
25,31221,807,26,1,0.36
28,32166,404,33,1,0.46
58,25145,619,26,1,0.57
54,78672,345,26,2,0.37
31,70509,540,34,1,0.17
47,39847,569,11,1,0.38
52,128258,336,28,0,0.12
38,42981,504,5,3,0.33
54,113720,785,36,3,0.21
22,63642,409,6,4,0.42
36,42694,785,5,1,0.3
31,56529,617,18,3,0.36
43,31988,375,13,3,0.55
21,66727,797,20,3,0.33
42,60795,778,13,3,0.6
62,77942,688,39,0,0.17
59,92927,663,13,1,0.53
42,63437,608,31,3,0.28
35,28619,362,25,0,0.5
57,95433,566,2,2,0.35
25,60314,332,14,4,0.36
56,23224,339,20,0,0.37
57,69899,559,29,4,0.22
31,72588,566,13,4,0.13
49,50049,524,38,2,0.43
68,54234,682,36,2,0.11
55,44460,797,27,2,0.46
50,73722,304,1,0,0.26
40,64215,745,21,2,0.3
32,38020,587,6,3,0.48
50,134455,357,31,0,0.18
42,42920,371,15,1,0.42
34,15471,840,35,2,0.39
50,47318,381,1,0,0.31
64,100254,576,16,2,0.41
72,53999,821,2,4,0.28
19,26439,435,22,3,0.23
31,35808,413,36,4,0.14
70,34874,456,38,2,0.4
57,44907,695,27,0,0.58
57,52530,528,7,3,0.5
68,76644,554,32,4,0.15
56,63845,478,3,3,0.21
68,65395,528,6,3,0.42
23,145754,666,10,2,0.1
23,92080,330,39,3,0.38
20,88115,407,7,1,0.59
24,24183,581,19,1,0.28
68,41113,689,38,4,0.55
25,26943,840,27,4,0.15
59,40760,828,10,0,0.12
69,89092,703,21,2,0.27
32,49196,469,35,4,0.39
64,102356,474,5,0,0.52
46,84674,373,6,4,0.19
50,61403,753,9,0,0.23
69,103572,808,39,2,0.34
47,118445,539,3,2,0.27
56,75146,395,8,4,0.1
44,67170,813,37,1,0.27
53,82181,501,18,3,0.23
46,29634,336,32,4,0.35
55,56455,390,37,0,0.16
74,59160,532,21,2,0.44
50,49792,552,38,4,0.25
54,40346,670,0,2,0.21
44,98619,743,20,4,0.25
72,65187,740,6,2,0.33
50,68220,363,6,1,0.54
21,122062,304,21,0,0.44
39,54303,371,12,4,0.19
19,49296,696,22,2,0.44
27,118260,629,21,4,0.18
22,28413,847,25,0,0.26
27,61426,446,17,4,0.33
50,41405,714,6,3,0.42
71,69309,648,1,2,0.34
55,79696,664,18,0,0.39
30,81944,715,13,1,0.44
48,100019,806,24,3,0.58
64,52772,822,32,4,0.55
53,54441,549,38,4,0.35
62,77909,548,19,3,0.47
41,93316,650,4,1,0.32
69,31252,568,20,1,0.58
73,70056,747,12,4,0.14
32,49137,382,13,4,0.2
46,62540,840,15,1,0.23
25,50093,706,27,1,0.24
22,41715,638,0,1,0.24
46,35980,379,1,4,0.4
64,55519,394,7,2,0.55
21,71625,558,12,3,0.13
29,44289,421,37,1,0.52
62,108543,423,18,4,0.25
19,204684,834,1,0,0.39
44,73611,588,30,4,0.43
48,58652,761,9,2,0.38
68,37944,391,4,2,0.15
68,72043,323,22,1,0.34
53,125315,406,29,3,0.13
53,158615,351,31,4,0.1
43,120340,593,0,3,0.2
60,91277,599,2,0,0.25
44,73504,644,29,3,0.44
22,35442,681,36,3,0.29
37,56961,493,27,1,0.34
28,53747,735,20,0,0.4
27,57147,684,12,2,0.12
57,41785,671,39,3,0.27
55,87459,619,25,0,0.31
23,52211,538,39,0,0.23
25,50135,691,29,2,0.29
40,41855,584,23,1,0.35
64,67248,312,37,0,0.39
43,126549,684,4,2,0.25
63,59569,840,15,4,0.45
60,68931,592,15,0,0.53
29,157570,556,9,4,0.17
43,109285,407,17,4,0.25
30,80327,482,37,0,0.27
57,78656,666,16,2,0.15
35,44287,833,39,4,0.41
42,42174,822,30,1,0.21
50,64260,584,25,3,0.55
64,65080,558,25,4,0.17
57,39148,472,39,4,0.46
60,85105,629,11,3,0.43
29,52122,751,17,2,0.33
61,105204,770,33,1,0.36
53,58238,380,34,1,0.18
65,55716,620,10,4,0.11
21,37470,740,29,0,0.57
22,39579,698,10,0,0.12
73,115714,487,3,4,0.39
54,68492,737,35,0,0.51
25,72740,747,9,1,0.1
59,133295,769,33,1,0.29
66,30983,839,30,3,0.25
45,83753,760,31,1,0.2
48,27066,814,27,2,0.18
26,48106,536,36,1,0.29
71,33774,480,31,4,0.17
68,91977,709,31,0,0.2
46,23275,815,16,0,0.37
31,53367,371,33,1,0.22
57,33544,481,34,1,0.14
58,39049,403,38,0,0.53
39,42177,571,20,0,0.32
28,115792,586,31,1,0.52
40,50634,386,33,2,0.13
18,142011,685,33,2,0.42
63,157675,372,7,0,0.51
54,172274,609,15,3,0.45
38,58140,742,34,2,0.52
43,66514,535,22,4,0.16
63,72328,529,21,0,0.19
53,49824,553,30,2,0.18
71,74026,654,28,1,0.42
40,37511,794,37,3,0.6
74,23441,709,18,1,0.31
18,85568,498,35,1,0.56
71,50267,728,8,3,0.55
72,36741,774,34,0,0.51
68,39139,641,0,1,0.34
57,127715,773,32,0,0.26
32,75512,696,16,0,0.13
38,27968,725,25,0,0.34
64,33074,344,12,1,0.54
26,51743,642,4,0,0.34
70,75978,316,18,1,0.1
26,40243,518,8,0,0.5
27,54914,490,5,4,0.16
69,63403,690,20,1,0.18
74,64063,738,21,4,0.22
70,18077,796,38,0,0.2
43,66891,393,4,1,0.46
58,25174,394,21,3,0.57
52,51885,381,6,4,0.16
69,46597,639,25,2,0.3
42,34913,659,24,2,0.4
43,91270,411,4,3,0.34
28,34132,602,31,3,0.27
55,46098,350,7,2,0.21
19,92908,580,8,1,0.38
24,45444,412,27,0,0.35
35,40976,335,19,1,0.6
44,52361,377,3,2,0.33
51,78452,839,2,4,0.54
44,123395,344,10,4,0.57
34,37494,603,28,0,0.26
60,39044,691,21,0,0.25
61,52147,314,7,2,0.57
68,67175,466,33,2,0.39
71,40736,362,30,0,0.2
41,84480,502,3,4,0.23
42,37849,456,14,3,0.11
24,23145,814,17,3,0.26
69,78111,577,10,3,0.41
23,82767,400,26,4,0.26
70,100944,468,18,1,0.21
41,22115,831,8,1,0.13
50,42924,702,24,4,0.52
66,52810,440,21,1,0.42
46,144131,646,22,3,0.55
60,55292,492,36,4,0.11
39,30538,451,9,0,0.56
43,69450,685,16,4,0.36
45,115234,507,12,2,0.17
67,103602,848,3,3,0.23
38,79292,687,31,3,0.17
66,68276,377,27,2,0.21
24,19266,471,29,3,0.23
34,60647,636,39,2,0.39
37,65451,730,20,2,0.23
58,55273,788,14,3,0.35
66,85267,405,2,4,0.42
37,54830,508,16,2,0.49
71,49797,647,14,0,0.54
39,100659,651,32,2,0.18
45,48688,347,4,0,0.42
57,61841,545,7,4,0.16
66,93785,330,8,2,0.22
24,36122,774,25,2,0.39
18,34214,776,1,2,0.57
49,118062,556,36,0,0.4
30,44517,425,35,4,0.54
47,84644,518,11,3,0.44
40,24645,544,18,1,0.47
68,17128,779,26,2,0.21
73,71834,742,23,2,0.34
36,56175,800,1,2,0.5
49,72172,526,15,3,0.43
47,152871,554,1,4,0.12
46,32251,369,20,0,0.43
66,61028,754,9,3,0.2
62,125333,301,16,4,0.57
46,34665,794,11,1,0.56
47,44695,624,6,4,0.52
33,24744,702,8,4,0.2
57,183308,428,9,0,0.16
36,19885,782,15,4,0.55
35,89258,445,0,4,0.34
18,30949,395,8,2,0.54
31,35403,800,12,0,0.53
68,101923,755,15,4,0.53
64,41305,703,33,4,0.22
67,82941,307,29,2,0.43
19,119373,519,12,0,0.57
71,66194,401,7,1,0.27
45,93399,301,10,0,0.43
66,62338,789,30,3,0.28
67,63799,499,10,4,0.23
47,43587,325,6,3,0.51
55,157067,649,0,3,0.19
68,86805,401,22,1,0.15
21,77722,630,31,4,0.24
18,88004,671,14,0,0.32
25,42674,496,17,2,0.5
46,95366,809,27,4,0.22
72,130345,329,13,3,0.55
56,30020,598,12,3,0.37
20,78494,432,33,4,0.46
49,61783,831,19,1,0.23
27,46184,607,23,0,0.52
27,34661,320,27,2,0.12
36,101311,340,10,1,0.21
63,66436,797,27,0,0.49
51,53983,771,21,4,0.13
50,78526,607,29,1,0.4
40,56176,758,37,2,0.46
72,42106,813,16,0,0.39
45,63861,802,21,4,0.15
49,59041,343,0,0,0.4
67,24659,340,19,2,0.41
24,43704,562,4,4,0.34
46,31818,593,32,3,0.28
25,26220,308,0,3,0.22
18,75648,352,8,1,0.14
74,42856,427,31,4,0.12
72,100780,830,25,4,0.5
20,23997,824,5,1,0.36
41,51592,439,29,0,0.17
40,44004,531,39,1,0.15
25,27201,387,22,4,0.15
71,60026,500,38,3,0.17
74,28414,687,24,0,0.11
64,66927,660,24,4,0.48
54,85851,431,12,2,0.28
20,68444,476,24,3,0.24
68,72907,351,16,3,0.33
50,100269,845,26,1,0.26
45,59078,321,10,4,0.45
64,39615,618,5,4,0.25
25,44157,467,14,1,0.41
51,44636,337,36,4,0.29
52,35537,672,31,4,0.3
49,88619,726,23,3,0.49
41,77921,465,10,0,0.36
31,26042,801,28,2,0.3
49,39610,374,7,2,0.26
73,34683,739,36,0,0.43
63,70169,564,9,2,0.41
60,102565,705,9,0,0.14
33,74913,542,0,4,0.44
21,42167,842,22,1,0.33
69,51047,576,17,4,0.59
54,29839,849,22,1,0.33
71,31005,607,4,0,0.57
38,91402,702,37,4,0.5
31,123260,729,30,0,0.58
48,41882,375,38,3,0.2
72,61332,638,19,0,0.27
65,85841,749,28,4,0.39
35,26057,378,32,1,0.15
24,35442,337,38,3,0.46
27,162237,617,31,4,0.23
24,37091,627,24,4,0.17
50,49965,729,26,4,0.13
40,44290,462,22,3,0.31
38,22084,657,1,4,0.16
36,62402,628,3,1,0.35
65,59122,713,24,4,0.3
36,65540,775,22,2,0.54
53,57394,755,35,0,0.14
46,47575,451,22,2,0.53
35,46229,837,32,1,0.46
19,46625,714,27,1,0.42
18,36521,642,7,0,0.59
64,39462,685,32,1,0.12
22,36829,466,28,1,0.35
37,79754,771,14,4,0.46
28,69776,439,14,0,0.37
59,60691,528,36,2,0.26
19,158123,372,18,4,0.11
20,37690,727,20,4,0.43
40,104755,598,34,2,0.53
72,52574,535,25,1,0.46
29,64768,396,27,3,0.13
37,83748,777,21,3,0.45
22,47156,790,35,1,0.47
54,35300,595,15,4,0.43
55,38334,705,11,2,0.39
47,20886,746,27,3,0.45
26,81096,574,6,4,0.39
51,80127,319,32,3,0.34
70,132167,726,23,2,0.37
61,73678,660,10,4,0.14
52,83084,609,14,0,0.36
69,57481,655,18,4,0.45
39,75541,326,14,0,0.35
61,103238,346,8,1,0.38
41,65560,755,12,2,0.48
34,46137,411,28,3,0.17
27,53631,674,25,1,0.47
47,87197,614,22,1,0.29
73,46834,425,16,4,0.49
63,93389,306,4,4,0.21
40,155484,659,15,0,0.5
49,93970,661,38,0,0.5
34,86991,563,29,1,0.26
67,71240,574,20,1,0.5
68,40601,695,4,4,0.16
34,38801,612,25,4,0.5
31,38606,791,29,3,0.17
26,79012,703,21,2,0.59
57,49279,676,1,3,0.39
19,59012,840,11,2,0.49
62,73815,619,26,1,0.38
42,39331,524,25,4,0.39
56,46585,755,24,3,0.34
26,70364,588,18,2,0.17
71,51770,580,26,0,0.24
39,54245,716,16,2,0.57
60,35727,783,5,2,0.29
63,54613,837,22,4,0.13
21,136773,612,17,3,0.5
43,47897,356,1,1,0.46
46,33741,422,18,3,0.25
62,96670,589,3,1,0.29
51,77782,609,32,0,0.35
40,66589,527,33,4,0.17
54,30967,305,31,2,0.6
28,33246,742,17,3,0.29
23,27759,609,8,3,0.53
35,74292,301,36,1,0.51
38,99701,674,35,3,0.23
59,75556,545,2,2,0.14
53,158728,771,17,1,0.32
58,48004,603,39,2,0.21
55,50927,357,24,1,0.29
51,63150,524,1,2,0.56
34,53383,725,0,1,0.39
54,76830,501,23,4,0.31
42,43485,817,23,3,0.4
55,29811,329,39,2,0.15
29,24473,450,3,0,0.48
40,76134,847,34,4,0.38
70,46029,409,34,4,0.58
59,33363,420,11,2,0.3
39,43935,540,22,2,0.19
38,158937,329,21,0,0.19
44,34356,765,25,2,0.53
74,86128,764,3,0,0.33
48,73905,536,6,2,0.25
23,117092,670,22,0,0.49
44,56300,448,30,1,0.47
57,27441,673,6,3,0.56
51,98348,815,21,3,0.53
29,52843,732,38,2,0.15
62,113236,551,39,2,0.19
74,90037,772,18,3,0.33
70,98512,835,29,3,0.55
24,195680,345,25,0,0.47
27,68940,838,21,0,0.17
62,123183,734,8,1,0.19
34,48902,575,28,1,0.33
43,78460,807,31,0,0.44
38,46577,394,17,1,0.2
45,76086,445,30,4,0.14
63,72214,701,31,0,0.11
19,21369,803,8,1,0.17
71,44096,714,29,1,0.3
60,67181,575,36,2,0.53
18,19366,625,31,2,0.12
68,57072,555,7,2,0.44
70,99134,812,23,3,0.17
53,114705,446,3,3,0.35
68,40488,594,16,3,0.24
43,118444,674,20,0,0.52
46,109541,355,8,2,0.43
38,20456,525,4,2,0.25
28,63442,818,4,0,0.35
57,67051,319,29,3,0.48
28,127950,458,5,1,0.53
53,69091,769,37,4,0.41
66,120194,665,7,2,0.41
56,40522,300,32,3,0.15
57,26929,528,14,1,0.36
52,43307,582,36,2,0.51
71,131727,418,8,2,0.44
51,95126,526,2,4,0.12
72,191229,323,30,3,0.45
64,29095,607,38,0,0.3
41,100776,606,6,1,0.44
71,87328,793,15,1,0.51
39,51913,807,27,3,0.19
22,88253,610,34,1,0.54
73,64214,388,14,0,0.2
50,75369,574,6,1,0.24
53,84143,779,34,3,0.44
64,97738,756,30,0,0.46
37,62530,654,37,4,0.31
36,145607,561,7,3,0.16
52,53752,475,37,4,0.56
69,153564,703,15,1,0.27
60,34066,529,33,0,0.58
34,36587,622,0,1,0.52
62,37674,576,18,3,0.25
60,96609,574,13,4,0.47
51,40025,516,18,4,0.24
26,126129,489,22,1,0.11
43,46016,317,3,3,0.23
19,73104,713,33,1,0.18
70,82457,483,1,2,0.25
26,36030,542,11,3,0.34
26,29870,725,22,3,0.18
57,68971,352,17,0,0.15
34,52123,525,31,2,0.35
18,76820,618,16,4,0.27
42,30551,668,30,1,0.32
60,50092,547,35,4,0.6
57,54670,476,25,3,0.28
59,17699,775,11,1,0.4
42,98491,312,34,4,0.34
56,40998,660,15,1,0.47
52,126700,588,3,4,0.59
20,42344,730,27,1,0.36
67,46135,638,37,4,0.28
54,32178,333,32,4,0.18
61,106224,623,36,1,0.51
61,75137,755,9,0,0.14
68,120579,524,30,1,0.39
47,53977,432,13,4,0.48
55,58638,779,4,2,0.2
51,25822,520,9,3,0.34
29,43825,700,24,0,0.3
36,65202,359,16,1,0.21
54,72663,431,19,3,0.54
61,149039,692,32,0,0.37
66,23730,313,8,2,0.53
34,67152,734,30,3,0.53
27,49606,773,4,1,0.59
74,62177,450,28,2,0.56
72,63029,769,3,1,0.47
66,54415,710,30,3,0.44
64,33977,644,3,1,0.18
29,30964,495,17,2,0.31
33,52446,843,17,2,0.38
41,29427,372,39,3,0.13
36,56587,493,33,3,0.18
25,52749,491,13,4,0.42
48,17588,729,25,2,0.17
38,157441,800,22,4,0.27
34,62232,516,32,1,0.12
40,17699,784,16,3,0.18
54,67749,659,31,0,0.38
71,54084,608,34,1,0.42
33,30980,720,29,4,0.15
23,69888,710,14,2,0.22
25,37381,816,6,3,0.3
42,65941,542,5,3,0.44
35,42160,471,8,1,0.14
42,38071,759,12,1,0.32
29,59410,664,39,3,0.47
32,26607,377,17,4,0.17
43,57453,789,34,2,0.37
58,83168,831,0,3,0.32
62,113018,825,23,3,0.3
43,103185,505,35,1,0.57
64,117790,590,15,2,0.3
49,47697,803,17,3,0.32
27,35870,727,2,1,0.13
33,90010,770,36,0,0.28
24,46237,812,7,3,0.36
34,60061,623,17,0,0.1
40,86980,554,28,2,0.12
43,164480,350,36,2,0.22
38,77995,399,26,3,0.47
39,66340,763,28,4,0.49
24,34181,798,3,1,0.5
31,107438,536,11,1,0.39
32,73447,771,12,4,0.52
70,50333,697,13,0,0.17
24,47800,456,13,2,0.56
26,48852,597,9,3,0.5
68,61204,313,21,1,0.4
65,28868,415,8,1,0.39
25,110085,438,23,3,0.16
67,100442,374,16,3,0.5
40,55064,659,23,1,0.35
46,48906,323,4,1,0.51
35,59184,705,33,1,0.26
48,64426,625,0,3,0.13
47,51531,633,26,0,0.35
69,98670,628,39,1,0.54
56,29376,599,7,0,0.14
52,41941,388,5,1,0.31
35,88222,314,4,3,0.52
59,70413,600,17,4,0.21
56,42626,617,6,0,0.23
34,73147,477,35,4,0.41
31,40276,761,32,1,0.53
48,51274,568,33,1,0.39
41,100897,404,31,3,0.15
52,95467,816,2,4,0.56
61,69155,638,0,4,0.37
62,35398,691,20,1,0.27
51,49571,440,12,2,0.48
20,62832,468,7,2,0.45
54,123959,316,29,4,0.25
60,24558,843,7,4,0.53
57,38712,304,26,0,0.14
43,105271,436,38,1,0.54
72,118194,461,22,2,0.15
40,57823,762,7,3,0.12
61,129210,737,14,0,0.53
56,41494,681,6,2,0.13
32,28152,681,11,1,0.6
73,88886,781,35,1,0.14
66,114388,654,37,1,0.51
21,113438,544,29,2,0.58
46,38881,775,9,1,0.39
39,66150,764,18,3,0.18
42,91117,489,17,1,0.18
30,69597,793,19,0,0.48
35,123399,822,1,3,0.13
50,48897,834,29,0,0.44
33,57796,581,10,0,0.24
62,67379,729,21,4,0.56
59,90787,552,18,4,0.38
61,54326,342,2,1,0.21
19,95198,781,3,3,0.52
72,133560,440,34,2,0.59
52,46210,810,37,4,0.47
59,55142,836,8,3,0.45
51,97137,569,7,4,0.53
47,156962,660,33,3,0.11
72,82287,594,30,1,0.54
30,40411,774,39,0,0.22
30,66110,771,18,4,0.4
35,96770,460,36,0,0.32
49,39883,344,31,0,0.32
49,34919,506,27,2,0.33
52,50388,407,17,2,0.44
56,83267,803,24,1,0.44
63,30193,741,9,3,0.29
